CAND-1420,recovered-local,A_Survey_on_Querying_Encrypted_Data_for_Database_as_a_Service.pdf,1.00
CAND-1441,recovered-local,CLOUD_DATABASE_DATABASE_AS_A_SERVICE.pdf,1.00
CAND-1482,recovered-local,Evaluating_Performance_and_User_Perceptions_of_Multi-Cloud_Database-as-a-Service_Solutions_A_Mixed-Methods_Study.pdf,0.78
CAND-1485,recovered-local,2301.10673v2.pdf,0.80
CAND-1539,recovered-local,A_Novel_E_Service_for_E_Government.pdf,1.00
CAND-1553,still-missing,,
CAND-1561,recovered-local,Database_as_a_service_DBaaS.pdf,1.00
CAND-1571,recovered-local,bea6d93618c688c54130b06d13997288b1f5.pdf,0.86
CAND-1592,recovered-local,Database_as_a_service_DBaaS.pdf,0.85
CAND-1618,recovered-local,Hogan2021KGSurvey.pdf,1.00
CAND-1620,recovered-local,Cooper2010YCSB.pdf,0.75
CAND-1621,recovered-local,SQL_versus_NoSQL_databases_for_geospatial_applications.pdf,1.00
CAND-1639,recovered-local,A_Survey_on_Querying_Encrypted_Data_for_Database_as_a_Service.pdf,0.80
CAND-1644,recovered-local,A_survey_on_RDBMS_and_NoSQL_Databases_MySQL_vs_MongoDB.pdf,1.00
CAND-1645,recovered-local,DeCandia2007Dynamo.pdf,1.00
CAND-1660,recovered-local,On_distributed_database_security_aspects.pdf,1.00
CAND-1680,still-missing,,
CAND-1695,recovered-local,1-s2.0-S0164121225000597-main.pdf,0.79
CAND-1720,recovered-local,Cooper2010YCSB.pdf,1.00
CAND-1742,recovered-local,Cooper2010YCSB.pdf,1.00
CAND-1748,recovered-local,Approach_to_Enhancing_Concurrent_and_Self-Reliant_Access_to_Cloud_Database_A_Review.pdf,1.00
CAND-1751,recovered-local,2301.10673v2.pdf,0.80
CAND-1763,recovered-local,Study_on_cloud_computing_and_cloud_database.pdf,1.00
CAND-1776,recovered-local,Cooper2010YCSB.pdf,0.78
CAND-1781,recovered-local,10.24271_psr.2022.301247.1104.pdf,1.00
CAND-1795,recovered-local,Arenas2022MultiModelBenchmark.pdf,0.88
CAND-1810,recovered-local,bea6d93618c688c54130b06d13997288b1f5.pdf,1.00
CAND-1830,recovered-local,10.24271_psr.2022.301247.1104.pdf,1.00
CAND-1876,recovered-local,Rahm2001SchemaMatching.pdf,1.00
CAND-1878,recovered-local,1-s2.0-S0164121225000597-main.pdf,1.00
CAND-1897,recovered-local,Cattell2011Scalable.pdf,1.00
CAND-1916,recovered-local,10.24271_psr.2022.301247.1104.pdf,0.91
CAND-1958,recovered-local,wingerath-2016-csrd-nosql-toolbox.pdf,0.75
CAND-1960,recovered-local,A_Survey_on_Querying_Encrypted_Data_for_Database_as_a_Service.pdf,1.00
CAND-1961,still-missing,,
CAND-1970,recovered-local,2301.10673v2.pdf,1.00
CAND-1977,recovered-local,A_Survey_on_Querying_Encrypted_Data_for_Database_as_a_Service.pdf,0.83
CAND-1982,recovered-local,bea6d93618c688c54130b06d13997288b1f5.pdf,0.80
CAND-2005,recovered-local,bea6d93618c688c54130b06d13997288b1f5.pdf,1.00
CAND-2015,recovered-local,2301.10673v2.pdf,1.00
CAND-2021,still-missing,,
CAND-2028,recovered-local,1-s2.0-S0952197626005063-main.pdf,0.78
CAND-2034,recovered-local,SQL_versus_NoSQL_databases_for_geospatial_applications.pdf,0.83
CAND-2044,recovered-local,Lamb2012Vertica.pdf,1.00
CAND-2056,recovered-local,SQL_versus_NoSQL_databases_for_geospatial_applications.pdf,0.83
CAND-2067,recovered-local,Large-scale_ontology_storage_and_query_using_graph_database-oriented_approach_The_case_of_Freebase.pdf,0.80
CAND-2070,recovered-local,Approach_to_Enhancing_Concurrent_and_Self-Reliant_Access_to_Cloud_Database_A_Review.pdf,0.86
CAND-2085,still-missing,,
CAND-2087,recovered-local,206476.206480.pdf,0.75
CAND-2092,recovered-local,A_Survey_on_Querying_Encrypted_Data_for_Database_as_a_Service.pdf,0.86
CAND-2139,still-missing,,
CAND-2172,still-missing,,
CAND-2279,still-missing,,
CAND-2465,still-missing,,
CAND-2506,still-missing,,
CAND-2516,still-missing,,
CAND-2517,still-missing,,
CAND-2555,still-missing,,
CAND-2603,still-missing,,
CAND-2604,still-missing,,
CAND-2625,recovered-local,SQL_versus_NoSQL_databases_for_geospatial_applications.pdf,1.00
CAND-2641,still-missing,,
CAND-2656,still-missing,,
CAND-2661,still-missing,,
CAND-2713,still-missing,,
CAND-2714,still-missing,,
CAND-2721,still-missing,,
CAND-2747,still-missing,,
CAND-2768,still-missing,,
CAND-2773,still-missing,,
CAND-2776,still-missing,,
CAND-2780,still-missing,,
CAND-2858,still-missing,,
CAND-2859,still-missing,,
CAND-2891,still-missing,,
CAND-2912,still-missing,,
CAND-2923,still-missing,,
CAND-2941,still-missing,,
CAND-2994,still-missing,,
CAND-3056,still-missing,,
CAND-3083,still-missing,,
CAND-3089,still-missing,,
CAND-3090,still-missing,,
CAND-3092,still-missing,,
CAND-3093,still-missing,,
CAND-3115,still-missing,,
CAND-3125,still-missing,,
CAND-3133,still-missing,,
CAND-3141,still-missing,,
CAND-3151,recovered-local,Comparison_of_NoSQL_Datastores_for_Large_Scale_Data_Stream_Log_Analytics.pdf,1.00
CAND-3174,still-missing,,
CAND-3205,still-missing,,
CAND-3214,still-missing,,
CAND-3232,still-missing,,
CAND-3267,still-missing,,
CAND-3275,still-missing,,
CAND-3318,still-missing,,
CAND-3339,still-missing,,
CAND-3344,still-missing,,
CAND-3426,still-missing,,
CAND-3438,still-missing,,
CAND-3439,still-missing,,
CAND-3460,still-missing,,
CAND-3461,still-missing,,
CAND-3480,still-missing,,
CAND-3486,still-missing,,
CAND-3489,still-missing,,
CAND-3508,still-missing,,
CAND-3509,still-missing,,
CAND-3518,recovered-local,A_survey_on_RDBMS_and_NoSQL_Databases_MySQL_vs_MongoDB.pdf,1.00
CAND-3542,still-missing,,
CAND-3561,still-missing,,
CAND-3569,still-missing,,
CAND-3593,still-missing,,
CAND-3594,still-missing,,
CAND-3595,still-missing,,
CAND-3603,still-missing,,
CAND-3621,still-missing,,
CAND-3661,still-missing,,
CAND-3676,still-missing,,
CAND-3695,still-missing,,
CAND-3698,still-missing,,
CAND-3722,still-missing,,
CAND-3723,still-missing,,
CAND-3730,still-missing,,
CAND-3734,still-missing,,
CAND-3735,still-missing,,
CAND-3741,still-missing,,
CAND-3751,still-missing,,
CAND-3761,still-missing,,
CAND-3794,still-missing,,
CAND-3806,still-missing,,
CAND-3821,still-missing,,
CAND-3823,still-missing,,
CAND-3854,still-missing,,
CAND-3858,still-missing,,
CAND-3911,still-missing,,
CAND-3922,still-missing,,
CAND-3971,still-missing,,
CAND-3981,still-missing,,
CAND-4021,still-missing,,
CAND-4028,still-missing,,
CAND-4044,still-missing,,
CAND-4049,still-missing,,
CAND-4097,still-missing,,
CAND-4110,still-missing,,
CAND-4129,still-missing,,
CAND-4175,still-missing,,
CAND-4187,still-missing,,
CAND-4221,still-missing,,
CAND-4227,still-missing,,
CAND-4235,still-missing,,
CAND-4251,still-missing,,
CAND-4255,still-missing,,
CAND-4276,still-missing,,
CAND-4277,still-missing,,
CAND-4285,still-missing,,
CAND-4303,still-missing,,
CAND-4366,still-missing,,
CAND-4414,still-missing,,
CAND-4431,still-missing,,
CAND-4436,still-missing,,
CAND-4448,still-missing,,
CAND-4564,still-missing,,
CAND-4579,still-missing,,
CAND-4654,still-missing,,
CAND-4668,still-missing,,
CAND-4714,still-missing,,
CAND-4725,still-missing,,
CAND-4811,still-missing,,
CAND-4847,still-missing,,
CAND-4853,still-missing,,
CAND-4861,still-missing,,
CAND-4863,still-missing,,
CAND-4875,still-missing,,
CAND-4881,still-missing,,
CAND-4883,still-missing,,
CAND-4900,still-missing,,
CAND-4938,still-missing,,
CAND-4940,still-missing,,
CAND-4944,still-missing,,
CAND-4948,still-missing,,
CAND-5058,still-missing,,
CAND-5089,recovered-local,Multidimensional_Modelling_in_NoSQL_Database__A_Systematic_Review.pdf,1.00
CAND-5116,still-missing,,
CAND-5138,still-missing,,
CAND-5143,still-missing,,
CAND-5156,still-missing,,
CAND-5159,still-missing,,
CAND-5176,still-missing,,
CAND-5200,still-missing,,
CAND-5222,still-missing,,
CAND-5262,still-missing,,
CAND-5270,still-missing,,
CAND-5296,still-missing,,
CAND-5355,still-missing,,
CAND-5402,still-missing,,
CAND-5409,still-missing,,
CAND-5410,still-missing,,
CAND-5412,still-missing,,
CAND-5488,still-missing,,
CAND-5490,still-missing,,
CAND-5491,still-missing,,
CAND-5506,still-missing,,
CAND-5523,still-missing,,
CAND-5557,still-missing,,
CAND-5611,still-missing,,
CAND-5621,still-missing,,
CAND-5641,still-missing,,
CAND-5661,still-missing,,
CAND-5662,still-missing,,
CAND-5671,still-missing,,
CAND-5676,still-missing,,
CAND-5693,still-missing,,
CAND-5729,still-missing,,
CAND-5744,still-missing,,
CAND-5745,still-missing,,
CAND-5832,still-missing,,
CAND-5837,still-missing,,
CAND-5849,still-missing,,
CAND-5854,still-missing,,
CAND-5860,still-missing,,
CAND-5868,still-missing,,
CAND-5882,still-missing,,
CAND-5901,still-missing,,
CAND-5932,still-missing,,
CAND-5933,still-missing,,
CAND-5934,still-missing,,
CAND-5939,still-missing,,
CAND-5965,still-missing,,
CAND-5989,still-missing,,
CAND-6006,recovered-local,Evaluating_Performance_and_User_Perceptions_of_Multi-Cloud_Database-as-a-Service_Solutions_A_Mixed-Methods_Study.pdf,1.00
CAND-6118,still-missing,,
CAND-6131,still-missing,,
CAND-6161,still-missing,,
CAND-6254,still-missing,,
CAND-6259,still-missing,,
CAND-6316,still-missing,,
CAND-6333,still-missing,,
CAND-6353,still-missing,,
CAND-6420,still-missing,,
CAND-6446,still-missing,,
CAND-6561,still-missing,,
CAND-6592,still-missing,,
CAND-6604,still-missing,,
